koi_disposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
CONFIRMED,0,0,0,0,10.93725572,4.27E-05,-4.27E-05,136.98549,0.00292,-0.00292,0.866,0.079,-0.595,3.0822,0.0987,-0.0987,421.6,18.2,-18.2,2.41,0.27,-0.32,777,86.28,26.58,-25.39,24.6,2,5334,79,-79,4.372,0.132,-0.077,1.004,0.111,-0.135,299.12753,47.59383,14.678
CONFIRMED,0,0,0,0,2.97136658,1.06E-05,-1.06E-05,134.38662,0.00262,-0.00262,0.349,0.102,-0.349,2.716,0.0852,-0.0852,233.3,10,-10,1.52,0.17,-0.2,1200,490.13,150.98,-144.22,25.6,3,5334,79,-79,4.372,0.132,-0.077,1.004,0.111,-0.135,299.12753,47.59383,14.678
CONFIRMED,0,0,0,0,158.6850022,0.000466,-0.000466,173.94993,0.00207,-0.00207,0.034,0.38,-0.034,11.5372,0.0794,-0.0794,898.3,10.5,-10.5,3.08,0.44,-0.49,350,3.53,1.43,-1.2,97.4,1,5751,103,-103,4.34,0.156,-0.104,1.034,0.149,-0.164,288.86823,47.75943,12.783
CONFIRMED,0,0,0,0,7.03902016,1.47E-05,-1.47E-05,175.73059,0.00161,-0.00161,0.015,0.353,-0.015,3.8633,0.0487,-0.0487,529.8,11.2,-11.2,2.45,0.8,-0.27,1051,288.92,278.92,-88.31,54.3,1,6321,169,-206,4.434,0.054,-0.216,1.058,0.349,-0.116,289.4317,46.617531,15.067
CANDIDATE,0,0,0,0,21.76129812,1.73E-05,-1.73E-05,166.540438,0.000641,-0.000641,0.123,0.288,-0.123,1.243,0.026,-0.026,1300.7,26.8,-26.8,2.53,0.16,-0.1,486,13.18,3,-1.98,60,1,4859,97,-97,4.612,0.015,-0.045,0.72,0.047,-0.029,291.25449,36.74361,12.559
CANDIDATE,0,0,0,0,12.71379418,2.60E-07,-2.60E-07,175.0725677,1.50E-05,-1.50E-05,0.485,0.081,-0.072,2.44093,0.00378,-0.00378,36719,12,-12,2.31,0,0,181,0.26,0,0,2981.3,1,2661,0,0,5.283,0,0,0.116,0,0,287.55972,46.957085,13.102
FALSE POSITIVE,0,1,0,0,15.80110003,1.77E-06,-1.77E-06,177.1533515,8.86E-05,-8.86E-05,0.512,0.011,-0.007,6.37505,0.0052,-0.0052,37545,27.1,-27.1,15.61,2.83,-1.2,614,33.6,19.07,-7.92,1642.2,1,5383,159,-143,4.587,0.03,-0.12,0.789,0.143,-0.061,295.47067,44.010738,15.513
FALSE POSITIVE,0,0,1,0,1.739428983,1.16E-06,-1.16E-06,354.889074,0.000502,-0.000502,4.246,6.822,-1.239,2.4894,0.0256,-0.0256,5897.4,56.8,-56.8,268.65,51.42,-23.53,1268,612.49,396.89,-169.48,130,1,5415,206,-187,4.603,0.037,-0.112,0.742,0.142,-0.065,297.82956,41.141949,15.929
FALSE POSITIVE,0,1,1,0,1.217266418,2.06E-07,-2.06E-07,133.328666,0.000141,-0.000141,0.878,0.002,-0.002,3.3208,0.0126,-0.0126,5811.5,12.6,-12.6,14.49,2.46,-2.46,2378,7548.29,3241.96,-2609.5,603.4,1,6631,73,-86,4.145,0.132,-0.108,1.638,0.278,-0.278,292.76434,41.27528,13.371
FALSE POSITIVE,0,1,0,0,19.56309252,1.63E-06,-1.63E-06,134.3548284,6.89E-05,-6.89E-05,0.842,0,-0.001,6.9547,0.00413,-0.00413,12992,7.1,-7.1,23.76,5.01,-7.51,965,205.39,131.15,-118.82,2477,1,6208,175,-159,3.959,0.285,-0.114,1.831,0.386,-0.579,297.52545,41.261841,11.115
FALSE POSITIVE,0,1,1,1,3.7228551,4.85E-06,-4.85E-06,179.30315,0.00106,-0.00106,0.911,0.002,-0.002,12.8164,0.0756,-0.0756,2969.2,12.6,-12.6,5.67,1.35,-0.45,1118,368.33,251.92,-91.77,294.8,1,5873,141,-177,4.547,0.04,-0.16,0.863,0.205,-0.068,291.98337,41.555111,15.513
FALSE POSITIVE,0,1,0,0,48.93786896,2.10E-05,-2.10E-05,140.76639,0.000353,-0.000353,0.981,0.021,-0.018,6.5868,0.033,-0.033,7240.1,24.4,-24.4,24.19,6.7,-6.7,764,80.37,65.96,-45.27,445.7,1,7066,197,-310,4.094,0.203,-0.166,1.761,0.488,-0.488,295.94092,44.57835,13.96
FALSE POSITIVE,0,1,1,0,5.48990788,1.68E-05,-1.68E-05,134.10438,0.00252,-0.00252,1.199,18.31,-0.152,4.02,0.129,-0.129,598.9,18.9,-18.9,23.6,6.18,-2.21,1039,275.65,211.83,-77.37,36.7,1,5982,160,-195,4.493,0.046,-0.184,0.96,0.251,-0.09,292.85608,38.37257,15.03
CONFIRMED,0,0,0,0,161.5278347,0.0003206,-0.0003206,198.00137,0.00146,-0.00146,0,0.333,0,3.6734,0.0575,-0.0575,4653.6,99.6,-99.6,8.19,1.36,-1.23,366,4.25,1.85,-1.35,54.7,1,5778,78,-78,4.285,0.137,-0.112,1.213,0.201,-0.183,291.57916,38.035831,15.435
FALSE POSITIVE,1,0,1,1,0.73093905,2.26E-06,-2.26E-06,355.90306,0.00226,-0.00226,0.018,0.354,-0.018,2.8437,0.069,-0.069,451.1,10.4,-10.4,1.45,0.12,-0.13,1488,1159.62,394.39,-327.72,52.4,1,4768,168,-168,4.588,0.05,-0.036,0.711,0.057,-0.064,289.76483,38.35236,15.736
CONFIRMED,0,0,0,0,8.01500821,3.26E-05,-3.26E-05,134.8277,0.00324,-0.00324,0.645,0.032,-0.484,3.0137,0.0915,-0.0915,363,14,-14,2,0.22,-0.27,865,132.46,40.95,-38.73,28.6,2,5359,80,-72,4.375,0.132,-0.077,1.002,0.111,-0.136,291.30222,47.697762,14.968
FALSE POSITIVE,0,0,1,1,0.933749941,1.97E-06,-1.97E-06,133.38422,0.00195,-0.00195,1.225,0.069,-0.209,6.606,0.124,-0.124,415.3,5.9,-5.9,12.93,0.83,-0.84,919,168.44,34.77,-31.19,88.8,1,3682,58,-65,4.786,0.028,-0.039,0.48,0.031,-0.031,292.73892,47.49073,14.96
CANDIDATE,0,0,0,0,7.053934488,7.69E-06,-7.69E-06,136.357253,0.000874,-0.000874,0.899,0.003,-0.623,1.7244,0.0315,-0.0315,511.5,10.6,-10.6,2.36,0.2,-0.17,840,117.33,32.05,-24.79,56.3,1,5357,107,-107,4.498,0.058,-0.065,0.863,0.073,-0.065,291.06293,47.484798,13.916
CONFIRMED,0,0,0,0,4.29263699,3.78E-05,-3.78E-05,134.80018,0.00691,-0.00691,0.454,0.495,-0.251,2.7,0.223,-0.223,61.4,6.4,-6.4,0.68,0.06,-0.05,991,227.69,62.2,-48.1,11.4,2,5357,107,-107,4.498,0.058,-0.065,0.863,0.073,-0.065,291.06293,47.484798,13.916
CANDIDATE,0,0,0,0,7.6746614,2.38E-05,-2.38E-05,133.22431,0.00265,-0.00265,0.939,0.007,-0.651,1.9374,0.0698,-0.0698,503,28.3,-28.3,2.8,0.89,-0.29,957,198.67,191.59,-62.8,20.8,1,6063,190,-232,4.47,0.054,-0.216,1.001,0.318,-0.106,296.13141,47.43882,15.44
CONFIRMED,0,0,0,0,1.213770423,3.27E-07,-3.27E-07,170.483645,0.000195,-0.000195,0.83,0.009,-0.578,0.5532,0.00939,-0.00939,1821,19.5,-19.5,0.78,0.2,-0.09,525,18.03,12.33,-4.31,111.4,1,3292,44,-24,5.215,0.053,-0.098,0.148,0.039,-0.017,292.21906,44.61916,15.92
CONFIRMED,0,1,0,0,0.453287416,1.02E-07,-1.02E-07,133.869741,0.000186,-0.000186,0.81,0.068,-0.329,0.4445,0.015,-0.015,1461.5,11.3,-11.3,0.76,0.19,-0.09,729,66.14,45.21,-15.82,150.4,3,3292,44,-24,5.215,0.053,-0.098,0.148,0.039,-0.017,292.21906,44.61916,15.92
FALSE POSITIVE,0,1,0,0,10.81013273,1.83E-06,-1.83E-06,132.95157,0.00014,-0.00014,0.948,0.003,-0.005,4.4618,0.0115,-0.0115,6165.2,12,-12,13.95,4.3,-2.5,985,222.68,200.72,-93.05,806.5,1,6211,167,-223,4.269,0.153,-0.187,1.284,0.395,-0.23,294.41245,45.130852,13.794
FALSE POSITIVE,0,1,1,1,7.047103499,2.54E-06,-2.54E-06,175.03337,0.000252,-0.000252,1.047,0.074,-0.088,3.3208,0.0141,-0.0141,71318,326,-326,51.86,15.23,-6.52,955,196.62,173.55,-66.77,274.9,1,5730,171,-206,4.417,0.084,-0.196,1.035,0.304,-0.13,290.11569,38.40419,13.361
FALSE POSITIVE,0,1,1,0,1.073917869,5.51E-07,-5.51E-07,177.924088,0.000435,-0.000435,1.266,1.881,-0.044,2.4305,0.0247,-0.0247,1926.6,16.9,-16.9,33.01,10.6,-3.55,1794,2450.63,2389.36,-756.68,137.5,1,5962,187,-208,4.479,0.054,-0.216,0.959,0.308,-0.103,295.16049,41.0793,15.686
FALSE POSITIVE,1,0,1,1,4.206096814,9.43E-06,-9.43E-06,136.44854,0.00183,-0.00183,1.239,0.743,-0.119,10.7381,0.0987,-0.0987,1298.1,10.5,-10.5,32.66,10.96,-3.64,1252,581.11,570.28,-179.19,149.3,1,6306,168,-205,4.426,0.054,-0.202,1.076,0.361,-0.12,298.47424,41.07589,14.081
FALSE POSITIVE,0,1,1,1,2.227718792,2.55E-06,-2.55E-06,134.452638,0.000998,-0.000998,1.04,0.501,-0.032,4.9699,0.0472,-0.0472,1039,10,-10,8.88,2.8,-0.93,1400,906.46,859.25,-271.75,124.3,1,6038,181,-199,4.508,0.054,-0.216,0.922,0.291,-0.097,298.33893,41.073479,14.85
FALSE POSITIVE,0,1,0,0,0.591914504,4.62E-07,-4.62E-07,355.353791,0.000563,-0.000563,1.344,4.781,-0.027,1.0225,0.0395,-0.0395,1057.7,25.3,-25.3,27.21,3.61,-1.96,1646,1746.78,834.73,-446.58,56.3,1,5122,184,-184,4.659,0.033,-0.077,0.655,0.087,-0.047,298.20035,41.011688,15.643
CONFIRMED,0,0,0,0,36.7704935,0.0001285,-0.0001285,164.29112,0.00258,-0.00258,0.545,0.368,-0.319,4.42,0.105,-0.105,1346.6,34,-34,2.83,0.36,-0.25,437,8.6,3.72,-2.23,40.8,1,5142,153,-153,4.602,0.033,-0.083,0.755,0.097,-0.065,286.41,42.681549,15.596
CONFIRMED,0,0,0,0,14.58932429,4.34E-05,-4.34E-05,141.93498,0.00252,-0.00252,0.694,0.204,-0.477,2.4184,0.0774,-0.0774,831.3,30.8,-30.8,2.32,0.3,-0.2,594,29.53,12.75,-7.67,29.3,2,5142,153,-153,4.602,0.033,-0.083,0.755,0.097,-0.065,286.41,42.681549,15.596
CANDIDATE,0,0,0,0,0.764017553,3.77E-06,-3.77E-06,132.2214,0.00448,-0.00448,0.442,0.5,-0.237,1.103,0.143,-0.143,128.2,13,-13,0.86,0.12,-0.07,1589,1503.79,649.53,-390.73,13.2,3,5142,153,-153,4.602,0.033,-0.083,0.755,0.097,-0.065,286.41,42.681549,15.596
CONFIRMED,0,0,0,0,59.8780258,0.0001502,-0.0001502,151.1847,0.0021,-0.0021,0.004,0.411,-0.004,4.8027,0.0705,-0.0705,1419.1,32.3,-32.3,2.19,0.08,-0.14,273,1.31,0.22,-0.24,51.8,1,4016,79,-79,4.658,0.039,-0.015,0.599,0.023,-0.037,295.3045,42.475288,14.995
CANDIDATE,0,0,0,0,20.51360192,8.35E-05,-8.35E-05,357.49424,0.0031,-0.0031,0.703,0.017,-0.52,3.4769,0.0947,-0.0947,1174.1,41.1,-41.1,2.58,0.36,-0.23,540,20.15,9.98,-5.61,32.3,1,5310,185,-185,4.608,0.045,-0.078,0.704,0.1,-0.062,281.60541,42.390419,15.406
CONFIRMED,0,0,0,0,74.92768653,6.28E-05,-6.28E-05,124.99266,0.00073,-0.00073,0.796,0.011,-0.06,4.74,0.0776,-0.0776,4119.2,28.6,-28.6,6.39,0.7,-0.58,409,6.62,2.21,-1.57,161.5,1,5618,112,-112,4.46,0.081,-0.09,0.897,0.099,-0.081,283.20917,48.777641,14.232
CANDIDATE,0,0,0,0,150.0189511,0.0001744,-0.0001744,224.685714,0.000916,-0.000916,1.252,67.03,-0.169,4.3823,0.0486,-0.0486,4319.7,46.8,-46.8,32.6,3.6,-2.94,325,2.62,0.88,-0.62,106.2,2,5618,112,-112,4.46,0.081,-0.09,0.897,0.099,-0.081,283.20917,48.777641,14.232
CONFIRMED,0,0,0,0,2.613020421,6.11E-06,-6.11E-06,133.11283,0.00194,-0.00194,0.891,0.044,-0.623,1.9588,0.0542,-0.0542,599.7,22.3,-22.3,1.5,0.08,-0.13,713,61.24,12.12,-14.52,31.1,1,3883,70,-85,4.725,0.049,-0.025,0.517,0.029,-0.045,287.85773,48.774109,15.84
CONFIRMED,0,0,0,0,0.927859786,5.53E-07,-5.53E-07,133.905978,0.000535,-0.000535,0.795,0.078,-0.536,1.4279,0.0228,-0.0228,515.3,6.5,-6.5,1.79,0.16,-0.05,1361,813.3,221.1,-95.04,99.8,1,4815,76,-86,4.631,0.007,-0.06,0.699,0.065,-0.018,290.95755,49.203812,14.631
CANDIDATE,0,0,0,0,205.912735,0.001169,-0.001169,252.74129,0.00324,-0.00324,0.196,0.228,-0.196,9.992,0.153,-0.153,2378.8,53.9,-53.9,4.68,0.68,-0.32,298,1.85,0.72,-0.34,49.4,1,5644,76,-84,4.457,0.051,-0.11,0.969,0.142,-0.066,292.3515,48.511082,15.531
CONFIRMED,0,0,0,0,7.10695741,1.74E-05,-1.74E-05,138.32271,0.00206,-0.00206,0.079,0.32,-0.079,5.1462,0.0519,-0.0519,131,4.1,-4.1,1.72,0.11,-0.07,1157,422.8,81.84,-51.63,33.8,3,5761,86,-69,4.091,0.018,-0.018,1.518,0.092,-0.061,294.21893,49.479221,13.438
CANDIDATE,0,0,0,0,0.783276173,1.27E-06,-1.27E-06,355.94865,0.00112,-0.00112,0.041,0.4,-0.04,1.6735,0.0357,-0.0357,264.7,6.7,-6.7,1.98,0.31,-0.34,2149,5056.88,2049.01,-1766.17,46.9,1,5640,76,-76,4.247,0.162,-0.108,1.233,0.19,-0.211,292.17859,42.005909,15.005
