koi_disposition,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol
CANDIDATE,7.41834569,133.51738,0.049,2.462,234,1.12,800,96.9
FALSE POSITIVE,27.6853358,132.70397,0.897,4.661,1660.7,3.11,461,10.67
CONFIRMED,35.6225528,141.4514,0.261,4.845,651.1,2.24,523,17.67
FALSE POSITIVE,7.1403113,137.9994,0.786,5.891,112.1,1.18,1036,272.78
FALSE POSITIVE,2.69487041,131.59964,0.554,2.553,62.1,0.97,1440,1020.03
CONFIRMED,112.303136,230.4383,0.248,5.869,502.1,1.3,241,0.79
CANDIDATE,92.461135,211.1951,0.083,14.344,122.4,2.86,564,23.91
CANDIDATE,49.5387264,132.50072,1.223,2.238,740.6,20.52,436,8.52
CANDIDATE,9.2294726,136.173,0.076,2.446,199.3,0.82,601,30.83
FALSE POSITIVE,1.33254897,132.0549,0.241,3.083,591.7,32.84,4664,111977.04
FALSE POSITIVE,18.2260472,133.5798,0.378,3.664,361.1,1.85,648,41.67
CANDIDATE,17.99562529,145.60092,1.2379,0.871,1068,28.98,701,57.21
FALSE POSITIVE,1.018347376,131.69633,0.654,4.386,47.8,1.92,2832,15153.38
CANDIDATE,63.095068,158.1168,1.05,9.485,496.8,11.67,573,25.4
FALSE POSITIVE,37.32483952,143.0389,1.263,6.9676,4989.2,30.32,461,10.67
FALSE POSITIVE,25.951984,148.92323,1.266,20.585,2340.2,36.8,626,36.39
CANDIDATE,21.7203362,134.7659,0.311,4.252,87.8,0.8,594,29.45
CONFIRMED,42.9136635,139.88848,0.403,5.227,160.6,3.19,810,101.56
FALSE POSITIVE,88.1804682,209.15533,0.026,5.033,1138.6,2.78,359,3.94
CONFIRMED,177.668663,264.2428,0.772,9.298,901.4,2.32,233,0.7
FALSE POSITIVE,0.98041685,131.78321,0.446,0.919,105.7,0.75,1388,880.5
CONFIRMED,92.263742,146.4247,0.273,8.605,296.9,2.22,469,11.42
CANDIDATE,6.64754478,137.13371,0.235,1.961,289.3,1.72,999,235.89
CANDIDATE,1.97650073,132.95624,0.055,1.788,112.5,0.97,1394,892.9
CANDIDATE,14.7401061,133.5305,0.116,5.637,238,1.48,750,74.65
FALSE POSITIVE,3.0001191,132.9097,0.635,6.61,7.7,0.73,2566,10247.93
CONFIRMED,81.4160138,160.86387,0.911,14.175,762.3,4.63,522,17.53
CANDIDATE,4.7309013,135.19333,0.362,2.889,228.5,1.39,1065,303.67
FALSE POSITIVE,357.82544,255.208,0.636,9.12,152.5,1.7,306,2.08
CONFIRMED,35.2330694,135.36477,0.139,3.674,352.8,0.97,288,1.62
FALSE POSITIVE,45.3965379,136.9486,0.085,3.826,1001.6,1.97,326,2.66
CANDIDATE,36.721576,151.2481,0.097,7.758,538.2,1.93,498,14.51
CANDIDATE,96.81647,136.55813,0.034,10.227,164.7,3.19,655,43.39
FALSE POSITIVE,0.729724346,132.04276,0.523,2.699,23,0.51,2151,5081.58
FALSE POSITIVE,0.821472455,132.3003,0.2579,2.433,127.1,0.92,1559,1395.92
FALSE POSITIVE,1.29019586,132.11311,0.044,3.741,86.5,0.78,1530,1293.44
CANDIDATE,1.141148847,132.24561,0.062,1.629,73.1,1.67,2248,6008.73
CANDIDATE,12.460565,139.2206,0.015,3.903,143.9,1.1,726,65.72
CANDIDATE,19.5945772,150.1394,0.389,6.77,129.3,1.18,724,64.98
FALSE POSITIVE,8.48032079,135.85214,0.004,5.791,170.7,0.95,759,78.45
CONFIRMED,47.9869119,160.65401,0.873,5.342,859.3,3.35,493,14.01
FALSE POSITIVE,359.047933,295.76934,0.002,16.637,5622.7,7.76,260,1.08
FALSE POSITIVE,29.8042694,150.6786,1.237,3.107,1046.5,24.73,505,15.34
CANDIDATE,7.08757462,138.27614,0.371,3.342,187,1.28,955,197.02
CANDIDATE,5.4169303,133.7916,1.055,7.512,109.5,8.17,1173,447.24
CANDIDATE,31.1920226,153.83296,0.11,2.849,447.8,1.65,521,17.43
FALSE POSITIVE,1.02104719,131.5654,1.0867,6.39,246.1,13.68,2129,4852.49
CANDIDATE,7.630545,907.04471,0.021,3.63,364.9,2.26,1087,330.02
CANDIDATE,6.6716723,131.92708,0.167,2.693,154.4,1.27,1024,259.72
FALSE POSITIVE,1.23142395,131.7651,0.187,2.186,19.6,0.77,2317,6786.33
CANDIDATE,409.38645,340.621,0.0706,13.78,531.5,1.78,197,0.35
FALSE POSITIVE,386.828262,177.56829,0.953,5.045,1024.9,6.54,340,3.15
FALSE POSITIVE,15.8733803,135.62779,0.919,7.4672,4094.1,8.15,830,111.99
FALSE POSITIVE,42.3991752,151.96105,0.965,7.251,484,3.23,580,26.75
FALSE POSITIVE,25.95198823,154.88102,1.269,14.602,5103.3,39.94,680,50.51
CANDIDATE,17.7662938,146.6886,0.909,3.079,181.1,1.54,670,47.74
FALSE POSITIVE,13.6917833,133.78898,0.142,4.198,145.4,1.12,770,83.37
CANDIDATE,11.56722589,132.25385,0.242,2.507,373.7,1.29,568,24.64
CANDIDATE,631.56889,145.0148,0.636,14.37,789,3.13,237,0.75
FALSE POSITIVE,14.15849823,134.0065,1.204,46.356,347.3,90.09,1910,3145
FALSE POSITIVE,12.3748247,138.0615,1.185,90.01,390.9,81.01,1253,583.24
CANDIDATE,3.74099144,132.2112,0.222,5.428,34.3,1.85,1733,2129.07
CANDIDATE,302.779824,355.5989,0.001,16.847,270.9,1.31,246,0.87
FALSE POSITIVE,14.54178117,144.269401,22.28,9.1151,143640,2722.92,834,114.56
CANDIDATE,21.1876185,148.8101,0.777,3.69,71.7,0.79,676,49.23
FALSE POSITIVE,30.9604688,156.1377,1.208,14.992,460.9,89.18,1064,303.13
FALSE POSITIVE,1.041619932,131.836717,1.237,8.1218,1840.5,30.94,1858,2828.16
FALSE POSITIVE,2.544594443,135.040236,0.558,3.21373,348780,109.72,1608,1582.68
FALSE POSITIVE,56.40651043,138.309825,0.625,18.4332,102290,21.93,358,3.87
FALSE POSITIVE,7.964400574,131.563644,1.121,4.4761,190900,61.54,633,38.09
FALSE POSITIVE,6.399101307,134.702264,1.039,4.7439,83326,51.77,1042,279.38
CONFIRMED,34.9168399,157.6693,0.026,7.343,500,2.39,602,31.13
FALSE POSITIVE,8.480303653,135.854594,0.195,7.48907,81428,22.25,762,79.65
CANDIDATE,94.094392,196.7503,0.32,10.833,46.6,0.9,486,13.14
FALSE POSITIVE,10.6784787,140.159,0.271,2.307,201,1.12,712,60.7
CANDIDATE,10.08535311,140.97143,0.532,1.75,222.5,1.45,843,119.67
FALSE POSITIVE,42.55926555,161.57039,0.775,3.36626,207990,51.86,487,13.28
CANDIDATE,10.2856373,141.20764,0.378,3.043,134.9,1.24,864,131.91
FALSE POSITIVE,24.2157996,133.4661,0.207,4.359,322.2,1.58,596,29.84
CONFIRMED,44.2018402,163.21471,0.348,4.949,235.6,1.14,409,6.59
CANDIDATE,393.95608,388.3294,0.614,13.89,482.2,2.27,263,1.14
CONFIRMED,15.0330623,131.89493,0.896,6.326,132.2,2.18,928,175.74
CANDIDATE,34.7496038,158.68412,0.984,4.548,227.1,3.51,702,57.44
FALSE POSITIVE,12.62530918,140.0602,1.151,3.163,39413,87.2,1214,514.08
FALSE POSITIVE,124.9357674,177.686517,0.542,7.5608,240900,49.34,362,4.06
CANDIDATE,227.83457,238.7643,0.56,21.59,155.3,2.83,449,9.59
FALSE POSITIVE,119.6798032,176.106325,0.527,32.1928,299050,193.91,847,121.45
FALSE POSITIVE,6.399107136,134.7016363,0.245,5.21981,376770,59.15,1031,266.9
FALSE POSITIVE,8.480304281,135.854534,0.235,7.46159,83115,65,1504,1210.22
FALSE POSITIVE,117.6813778,147.206961,0.433,12.7591,45362,45.43,575,25.76
FALSE POSITIVE,17.72722648,144.070402,0.381,4.1376,147140,35.18,692,54.32
FALSE POSITIVE,100.4013273,216.083194,0.436,9.7436,53782,26,420,7.37
FALSE POSITIVE,11.32028788,131.803042,0.526,4.82219,243410,59.23,928,175.69
CANDIDATE,24.352541,147.1949,0.505,2.782,349.1,1.52,498,14.52
CONFIRMED,5.94228603,133.804,0.097,2.169,250,1.23,797,95.34
CANDIDATE,382.30306,356.7308,0.597,8.83,225.6,4.05,400,6.04
CANDIDATE,26.7575866,137.28717,0.407,5.858,455.3,2.28,660,44.86
FALSE POSITIVE,57.0599992,164.25706,0.194,7.463,66168,22.31,455,10.11
CONFIRMED,14.5565618,141.03671,0.031,4.554,103.8,1.08,787,90.4
FALSE POSITIVE,0.837898153,131.98187,0.071,2.104,268.9,1.26,1478,1128.57
CONFIRMED,41.7084063,153.53793,0.671,8.567,330,2.19,608,32.24
FALSE POSITIVE,33.0257179,161.01,0.044,6.032,507.1,2.21,564,23.95
FALSE POSITIVE,25.36699067,138.8144224,0.86,5.9556,150580,56.02,665,46.09
FALSE POSITIVE,428.3217393,276.530352,0.531,40.5992,317000,49.76,220,0.56
FALSE POSITIVE,82.13761,196.1225133,1.221,6.11904,210770,197.85,640,39.55
FALSE POSITIVE,24.0612744,138.38747,0.461,19.9438,440150,83.77,749,74.37
FALSE POSITIVE,66.36099916,168.379642,0.486,20.0614,416740,61.42,420,7.33
FALSE POSITIVE,8.939461148,133.013944,0.558,6.19136,357830,153.32,1407,926.24
FALSE POSITIVE,18.79862195,138.028268,0.524,7.4782,380200,55.07,575,25.91
FALSE POSITIVE,4.80912667,134.07939,0.471,7.9331,134090,44.3,1270,615.74
FALSE POSITIVE,2.33211505,132.19683,1.747,2.96723,105950,140.22,1594,1530.05
CONFIRMED,0.53835407,131.64999,0.334,1.5045,190.2,1.67,2386,7609.22
FALSE POSITIVE,249.3621183,279.658296,1.17,8.3559,35830,48.69,308,2.14
CANDIDATE,3.80675878,133.7492,0.26,2.092,231.9,2.75,1574,1449.04
CONFIRMED,9.5084871,140.5602,0.143,4.372,97.9,1.65,1131,386.61
CANDIDATE,34.1086562,158.431,0.318,6.405,133.8,1.95,739,70.4
CANDIDATE,47.0563327,173.9653,0.361,4.807,762,2.57,497,14.43
CANDIDATE,10.0100312,131.61434,0.07,1.35,375.8,0.99,506,15.56
CONFIRMED,96.169569,170.2581,0.049,7.496,894.5,2.07,321,2.52
CANDIDATE,12.67143692,137.50707,0.047,2.498,215.8,0.76,404,6.31
CANDIDATE,2.63595435,132.31984,0.005,1.309,93.7,0.5,682,51.07
CONFIRMED,82.303914,159.0461,0.859,15.404,737,4.47,485,13.05
CONFIRMED,17.9346606,138.21679,0.976,6.25,142.7,2.8,1002,238.78
CANDIDATE,241.0707458,223.9933126,0.418,9.88863,70292,76.53,699,56.58
FALSE POSITIVE,184.6467208,151.98458,0.492,18.9869,410270,72.8,320,2.49
FALSE POSITIVE,6.282033445,131.590793,1.777,8.3777,181790,144.85,1029,264.78
FALSE POSITIVE,5.519188936,134.470023,0.459,7.1351,217070,43.06,932,178.7
FALSE POSITIVE,4.818863794,131.677655,0.486,6.2625,65936,51.32,1595,1529.01
FALSE POSITIVE,178.2680204,255.351351,1.135,5.86461,45754,34.07,256,1.02
FALSE POSITIVE,2.181555909,133.48675,1.261,4.41739,85407,91.3,1730,2119.28
FALSE POSITIVE,244.8327497,285.7025679,1.047,4.37001,40206,38.3,307,2.09
CONFIRMED,30.4544418,140.76863,0.929,6.896,472.1,2.6,624,35.92
FALSE POSITIVE,10.26558924,136.49645,0.663,3.879,254.6,1.65,828,111.18
FALSE POSITIVE,18.9257333,145.5267,1.155,6.149,188.5,16.74,639,39.47
CANDIDATE,37.8862977,133.03141,0.026,5.218,672.2,2.09,479,12.46
CANDIDATE,10.54841329,139.06402,1.017,1.872,102.9,3.89,899,154.84
CANDIDATE,133.6348207,236.35163,0.438,1.584,420.9,1.89,317,2.38
FALSE POSITIVE,11.9615433,131.895,0.576,3.129,424.5,2.24,847,121.71
CANDIDATE,32.510844,136.62491,0.421,3.254,361.9,2.62,680,50.56
FALSE POSITIVE,62.12767713,172.0663,1.158,5.25005,37430,38.61,402,6.15
FALSE POSITIVE,31.9730649,133.8409,0.716,8.872,158.6,1.09,530,18.59
FALSE POSITIVE,143.1188694,266.359224,0.703,16.8109,255710,53.3,321,2.5
FALSE POSITIVE,76.81985465,188.1256603,0.728,5.16249,229160,46.61,379,4.88
FALSE POSITIVE,165.40575,141.5762383,1.091,13.6363,66402,112.86,514,16.56
FALSE POSITIVE,0.715802309,131.690348,1.251,1.5586,2208.6,25.52,1656,1787.96
FALSE POSITIVE,70.58284717,190.4997847,0.882,8.81169,150930,50.88,435,8.45
FALSE POSITIVE,2.995357359,132.796981,0.843,6.57901,172400,112.12,1791,2437.81
FALSE POSITIVE,3.840485025,134.446386,1.189,2.8592,31353,39.38,1077,318.66
FALSE POSITIVE,4.75307877,134.5462132,0.019,2.35,933,505.94,7040,580415.2
FALSE POSITIVE,19.51501329,136.215942,0.692,4.59379,256440,53.03,588,28.31
CONFIRMED,1.772451066,132.08668,0.006,2.4592,79.2,1.02,1685,1904.34
CONFIRMED,19.9158863,139.36828,0.748,6.191,143.2,1.41,728,66.31
FALSE POSITIVE,54.06132811,181.788127,1.336,4.48223,79684,88.28,514,16.51
FALSE POSITIVE,34.52599018,150.102207,1.087,4.47294,67161,54.35,607,32.12
FALSE POSITIVE,14.2821417,136.32946,0.012,2.068,224.9,1.08,625,36.03
FALSE POSITIVE,18.64532882,147.207512,0.454,3.63893,433820,61.81,656,43.71
FALSE POSITIVE,20.88212542,146.5689626,0.743,8.03365,233450,66.27,737,69.67
CANDIDATE,14.0545718,133.0972,0.121,4.066,274.3,1.45,711,60.49
CONFIRMED,30.8609783,138.31416,0.852,4.216,128.9,1.08,525,17.96
FALSE POSITIVE,15.65134872,132.81191,1.267,4.1553,3104,118.33,1396,898.69
CANDIDATE,6.86674226,135.3543,0.405,4.216,47.2,0.79,1018,254.1
FALSE POSITIVE,286.1755875,314.101583,0.598,16.1025,328540,63.23,276,1.38
FALSE POSITIVE,152.151448,215.015903,0.857,26.8612,151820,53.89,362,4.04
FALSE POSITIVE,29.91133406,153.595491,0.559,7.26916,354380,47.83,471,11.68
FALSE POSITIVE,5.877122485,136.42083,0.547,4.71655,362900,125.68,1402,913.57
FALSE POSITIVE,10.63630585,139.783159,0.398,5.17212,216060,64.91,1110,358.62
FALSE POSITIVE,2.1032389,132.868177,1.209,6.4774,24852,36.63,1238,555
FALSE POSITIVE,46.69820093,167.6984656,1.131,3.57049,54592,38.79,468,11.31
CONFIRMED,15.99560373,144.2399,0.088,3.471,221.7,1.04,550,21.54
FALSE POSITIVE,25.9518795,148.92549,1.259,21.569,1312.3,35.1,645,41
CANDIDATE,29.7681831,155.5003,0.739,9.425,159.9,3.98,917,167.51
FALSE POSITIVE,56.04809669,159.1678042,1.161,4.04427,53726,42.62,400,6.06
FALSE POSITIVE,2.25161215,131.54653,0.647,2.1,23.9,1.14,2934,17529.42
CANDIDATE,36.7662364,157.14332,0.164,3.305,579.5,1.28,336,3.02
CONFIRMED,14.0328775,138.0603,0.044,6.684,210.9,1.45,783,88.83
CANDIDATE,2.53742164,132.34623,0.285,1.563,104.5,0.93,1220,525.68
CANDIDATE,62.596544,185.9931,0.246,11.477,223.1,2.25,559,23.01
FALSE POSITIVE,18.79852,138.02082,0.936,4.795,487.4,2.04,509,15.82
FALSE POSITIVE,1.366946478,132.204582,0.869,3.37701,158640,43.45,1403,910.99
FALSE POSITIVE,313.0927507,424.715381,0.395,14.3447,445610,47.52,207,0.44
FALSE POSITIVE,0.566813677,131.78895,0.449,2.458,61.2,0.77,2269,6276.41
FALSE POSITIVE,157.3226394,222.900363,0.888,21.9232,153930,56.66,351,3.61
FALSE POSITIVE,9.53040216,138.232917,0.6046,5.95809,321540,60.49,805,99.43
FALSE POSITIVE,4.218512654,133.506768,0.767,3.62939,23417,16.67,1189,472.03
FALSE POSITIVE,8.529991199,137.654769,1.225,3.9954,20084,44.86,940,184.92
CONFIRMED,16.00747237,142.63787,0.975,1.267,277.6,2.99,838,116.46
CONFIRMED,54.6493679,176.0447,0.018,7.962,432.5,2.64,538,19.86
CONFIRMED,100.8276725,216.38757,0.676,8.39,1778.8,4.35,364,4.16
CANDIDATE,15.5764061,135.9482,0.565,5.382,257.1,1.79,793,93.42
FALSE POSITIVE,0.905675699,132.20066,0.008,1.701,73.2,0.77,1780,2374.98
CANDIDATE,36.2580749,146.8338,0.786,5.917,380.3,1.82,516,16.7
CANDIDATE,30.9902997,141.441,0.397,9.454,321.5,2.21,619,34.68
FALSE POSITIVE,15.9750417,135.71533,1.211,3.549,643.5,90.37,1143,403.2
CONFIRMED,16.0505464,141.73408,0.135,3.171,94.4,0.81,630,37.12
FALSE POSITIVE,11.08262263,746.1967676,0.207,6.62584,268720,48.38,793,93.67
CANDIDATE,421.4284819,262.2889053,0.356,8.60447,96654,54.16,335,2.97
FALSE POSITIVE,3.012476415,132.2466206,0.708,3.31903,198400,58.77,1388,879.89
FALSE POSITIVE,0.759740194,131.82001,0.497,3.252,42.5,0.67,2059,4245.86
FALSE POSITIVE,4.664186517,133.670668,0.29,4.0639,555380,278.81,1683,1896.44
FALSE POSITIVE,1.092066399,132.1028432,0.488,2.97608,401890,40.74,1164,432.44
FALSE POSITIVE,3.053578643,133.878843,1.11,3.22884,52880,35.35,1035,271.46
FALSE POSITIVE,2.992662857,131.893219,0.001,2.5258,113700,60.35,1476,1123.54
FALSE POSITIVE,4.664188563,133.670244,1.254,3.773,11360,52.09,1221,525.46
FALSE POSITIVE,0.56493412,131.7871403,0.691,2.57621,252640,33.4,1458,1071.88
FALSE POSITIVE,1.674984844,131.793034,0.731,4.92134,234580,150.48,3055,20561.29
CANDIDATE,35.8754482,147.5086,0.026,3.972,366.7,2.35,668,47.15
CONFIRMED,7.31945294,137.22065,0.112,4.881,166.8,5.05,1682,1891.07
CANDIDATE,35.8007112,144.92169,0.043,8.219,417.4,7.97,991,227.68
CANDIDATE,4.32710579,131.5891,0.025,3.872,84.1,3.58,2004,3805.87
FALSE POSITIVE,14.15402615,144.17685,1.199,4.115,21653,29.61,495,14.25
CONFIRMED,20.7057153,139.9803,0.922,9.678,115.9,3.22,967,206.73
CANDIDATE,60.532988,134.57461,0.618,7.086,467.5,1.91,420,7.36
CANDIDATE,58.0198583,151.85007,0.951,5.348,1286.6,3.46,354,3.7
CANDIDATE,15.0617835,140.1111,0.114,6.31,196.6,1.61,794,94.08
FALSE POSITIVE,4.286103033,134.590777,0.544,2.6422,173360,25.8,686,52.42
FALSE POSITIVE,5.017239915,134.490136,0.191,4.36126,144640,41.75,1229,538.77
FALSE POSITIVE,0.937923475,132.34501,0.515,3.164,40.4,0.52,1588,1503.05
FALSE POSITIVE,204.0329342,253.536626,0.49,17.5623,411370,57.35,272,1.29
FALSE POSITIVE,2.148219541,132.76673,0.424,2.94091,457840,49.6,1009,244.99
FALSE POSITIVE,58.62157882,178.5674958,0.896,8.52961,142950,40.43,385,5.19
FALSE POSITIVE,3.125821128,134.479684,1.269,2.2163,5025.4,110.58,2087,4481.76
FALSE POSITIVE,6.6751871,137.4528,0.251,2.372,178.3,1.09,890,148.28
FALSE POSITIVE,1.450205839,131.985523,1.236,3.6373,25884,92.78,2675,12063.44
CANDIDATE,17.9559673,139.0347,0.979,6.237,137,1.96,750,74.61
FALSE POSITIVE,0.94102954,131.9021,0.119,4.415,34.5,1.41,2761,13794.93
FALSE POSITIVE,36.51437404,163.794463,0.133,6.48255,111620,33.27,546,21.08
CONFIRMED,25.4337864,143.1302,0.232,6.514,302,2,667,46.8
FALSE POSITIVE,67.451045,151.96756,1.01,8.9387,7062.8,36.7,562,23.61
CANDIDATE,2.69339974,131.9006,0.279,1.936,147.5,1.04,1151,415.96
CANDIDATE,10.43003118,133.2962,0.283,2.029,120,1.14,906,159.58
CANDIDATE,27.63714708,143.93342,0.669,1.7277,735.5,6.96,816,104.6
CANDIDATE,52.6095103,158.6253,0.102,8.202,203.7,1.83,553,22.13
FALSE POSITIVE,15.8733806,143.859941,3.454,8.0429,208360,630.53,962,202.23
FALSE POSITIVE,50.563697,145.8658,0.779,5.381,50.5,1.57,761,79.36
FALSE POSITIVE,65.58366557,182.6493381,0.72,5.01216,242400,41.22,371,4.5
FALSE POSITIVE,111.3198052,226.648705,0.234,23.0078,62705,63.68,539,20.01
FALSE POSITIVE,110.2951268,235.750948,0.248,16.5339,176340,37.88,362,4.06
FALSE POSITIVE,95.17831793,224.596785,0.761,3.60125,128580,28.75,272,1.29
CANDIDATE,14.137062,136.69826,0.2133,2.264,393,1.37,568,24.62
CANDIDATE,31.2543238,155.047,0.019,5.662,438,2.29,635,38.54
FALSE POSITIVE,61.4911479,163.633663,0.681,9.745,58703,22.76,438,8.7
CANDIDATE,6.15828666,135.4969,0.595,6.329,57.7,1.2,1212,510.35
CONFIRMED,82.292865,212.0314,0.195,7.048,371.1,1.82,400,6.07
CANDIDATE,65.427645,176.2733,0.004,9.404,319,1.65,453,9.94
FALSE POSITIVE,11.08260553,136.6562,0.966,6.23,601.2,7.34,1108,355.64
FALSE POSITIVE,22.7832776,145.53344,0.626,4.194,120.2,1.33,759,78.41
FALSE POSITIVE,23.73795284,147.006678,1.004,8.50818,95884,53.27,620,34.94
FALSE POSITIVE,21.4618453,132.2156,1.139,5.675,122.2,19.89,722,64.17
FALSE POSITIVE,369.069345,298.3962,0.929,5.832,945.9,3.07,197,0.35
FALSE POSITIVE,243.8212213,159.4958018,1.029,10.9312,56799,56.63,365,4.18
FALSE POSITIVE,16.22754867,136.6397289,0.795,5.08666,192690,46.52,599,30.52
FALSE POSITIVE,47.189437,148.044865,0.5357,11.555,370870,66.71,484,13.01
FALSE POSITIVE,1.501760172,131.5669078,0.518,5.85519,387900,90.92,1905,3110.42
CANDIDATE,7.68433346,133.36007,0.951,1.4346,1175,2.58,583,27.35
CANDIDATE,11.16622885,134.96951,0.176,3.389,353.9,1.56,725,65.16
FALSE POSITIVE,10.99381963,133.253208,1.274,3.7889,1685.8,40.17,978,216.57
FALSE POSITIVE,10.9938087,138.80624,0.924,5.0403,1456.9,5.33,978,216.57
CANDIDATE,23.1334494,154.45296,0.954,3.602,456.3,2.55,638,39.2
CANDIDATE,8.9539656,132.8453,0.656,4.898,70.4,0.84,923,171.51
CONFIRMED,16.5860329,133.28136,0.167,7.043,231.3,2.09,821,107.25
CONFIRMED,16.7525077,131.59834,0.763,3.174,338.3,3.65,801,97.43
CANDIDATE,3.53105835,134.3171,1.213,1.778,310.8,10.61,558,22.83
FALSE POSITIVE,49.61275752,165.9984372,0.929,7.07603,130460,57.08,536,19.46
CANDIDATE,6.32589574,133.27081,0.181,1.383,192.5,1.14,901,156.27
CANDIDATE,32.715906,135.9204,0.25,10.79,135.7,3.68,902,156.74
CANDIDATE,15.3317719,142.5217,0.802,5.467,179.2,1.91,821,107.44
CONFIRMED,84.704139,152.1832,0.01,10.393,655.7,4.17,537,19.59
FALSE POSITIVE,101.2633628,214.125128,0.944,17.8951,72792,44,435,8.47
FALSE POSITIVE,120.5816718,248.238772,0.845,8.2904,192900,41.71,291,1.7
FALSE POSITIVE,1.558544209,131.567665,0.507,3.3727,225590,35.12,1182,460.09
FALSE POSITIVE,2.63757408,131.575561,1.107,5.9626,169660,76.02,1242,563.22
FALSE POSITIVE,8.64636188,135.46223,0.294,8.73607,218070,54.24,1033,268.95
CANDIDATE,27.0965146,139.3521,0.769,8.42,208.4,2.13,700,56.79
CANDIDATE,11.5474983,139.9777,0.495,6.684,115.5,1.48,930,176.97
FALSE POSITIVE,42.39930429,354.461453,0.336,18.3609,205990,44.7,542,20.46
CANDIDATE,83.2664103,194.23925,0.029,2.813,620,2.89,439,8.78
CANDIDATE,11.6044881,139.05603,0.118,3.409,267.6,1.88,841,118.5
FALSE POSITIVE,27.00980738,141.2897316,0.949,1.96698,67898,22.32,330,2.82
CANDIDATE,11.8237228,139.4199,0.698,8.518,212.7,1.25,703,57.62
CONFIRMED,85.272459,182.3725,0.965,13.31,767.8,3.85,443,9.1
CANDIDATE,19.0689513,145.7515,0.98,12.462,169.3,1.63,627,36.63
FALSE POSITIVE,89.7398137,205.26465,1.026,3.26371,81096,38.01,363,4.1
FALSE POSITIVE,0.759768478,131.78573,0.583,2.824,57.4,0.64,1737,2149.06
FALSE POSITIVE,42.2011587,172.4344,1.225,8.479,178.1,37.39,671,47.85
FALSE POSITIVE,15.65129028,132.81543,0.507,6.7631,398640,78.3,792,93.1
FALSE POSITIVE,9.014220178,131.549902,0.802,2.76441,34086,15.49,661,45.03
FALSE POSITIVE,3.185090259,133.294014,0.465,4.80188,423280,92.5,1564,1414.18
FALSE POSITIVE,372.76888,377.6144,0.909,23.27,1157.2,3.66,242,0.81
CONFIRMED,3.63898953,131.78562,0.32,2.252,209.6,1.68,1238,555.71
CONFIRMED,38.1303324,159.3878,0.562,6.53,180.4,1.54,613,33.43
CONFIRMED,14.42735088,138.84024,0.977,4.857,117,1.53,783,88.9
CANDIDATE,6.2253374,133.0882,0.692,4.388,108.6,1.92,1378,851.73
CANDIDATE,12.90235874,139.15105,0.382,2.446,354.4,1.49,675,48.99
CONFIRMED,36.4337867,132.90573,0.25,4.388,406.8,2.2,561,23.35
CANDIDATE,12.5014905,142.55934,0.43,3.882,220.1,2.24,952,194.3
FALSE POSITIVE,40.6511021,164.5528,0.682,11.282,136.4,1.7,651,42.54
CANDIDATE,89.945828,133.5634,0.171,2.286,335.6,3.46,509,15.86
FALSE POSITIVE,40.1454757,133.7186,0.491,5.2,310.8,13.01,1640,1708.38
CONFIRMED,265.47847,151.0673,0.956,10.28,1040.7,4.2,291,1.7
FALSE POSITIVE,1.546222068,132.45951,0.503,7.998,49.4,0.77,1578,1465.41
FALSE POSITIVE,22.2941485,146.4526,0.709,3.188,100.9,1.5,760,78.93
CANDIDATE,46.7162336,145.5064,0.266,7.259,345.5,2.03,531,18.74
CANDIDATE,17.6062701,147.1894,0.923,6.134,146.2,1.72,753,75.96
FALSE POSITIVE,43.56225858,153.270753,1.295,3.6873,51325,80.02,624,35.83
FALSE POSITIVE,198.443477,155.615557,1.149,9.9776,39943,41.72,279,1.44
FALSE POSITIVE,2.4044122,133.2244,0.559,4.575,42.7,0.85,1662,1805.11
FALSE POSITIVE,22.77196484,140.4865,0.603,8.3476,325450,104.17,835,114.9
FALSE POSITIVE,184.5201539,237.698721,0.886,15.3564,49269,23.38,275,1.36
CONFIRMED,82.175197,197.20187,0.015,8.664,546.4,2.24,441,8.92
FALSE POSITIVE,29.01585293,138.402477,12.223,7.19844,71432,1183.06,592,29.11
FALSE POSITIVE,77.36241476,139.095626,0.995,12.1317,96586,41.66,362,4.08
FALSE POSITIVE,495.71095,450.0348,0.718,4.514,443.1,4.41,330,2.8
CONFIRMED,10.35857039,138.30794,0.074,2.577,273.7,1.68,860,129.28
CANDIDATE,30.2541186,136.63873,0.122,2.134,576.3,2.8,660,44.87
FALSE POSITIVE,17.08120242,134.296431,0.915,7.20617,134140,39.24,585,27.61
CANDIDATE,541.92452,326.8745,0.95,21.4,1504.2,3.15,144,0.1
CANDIDATE,3.15722086,131.69915,0.001,3.762,49.7,1.41,1791,2436.47
FALSE POSITIVE,58.7701045,174.775,0.551,6.995,224.4,1.57,508,15.78
CANDIDATE,6.685438,132.3184,0.853,5.09,89.2,1.25,1040,276.02
CONFIRMED,23.2385587,143.5274,0.355,8.432,161.2,2.18,903,157.09
CANDIDATE,8.5433774,137.9895,0.748,6.149,75.1,1.58,1260,595.97
FALSE POSITIVE,118.314913,215.6117,0.522,4.79,216.3,7.23,786,90.09
CONFIRMED,20.35971899,134.29123,0.925,2.1521,345.7,0.8,276,1.38
FALSE POSITIVE,43.798566,172.58505,1.182,6.401,290.4,48.52,721,63.8
